FrameSync,DateTime (UTC+00:00),DateTime (AST),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02114,5/22/23 4:00,5/22/23 0:00,209,0,7.9501,7.9188,-0.829853,-0.881416,29.2732,55.9,29.2
SEAFET02114,5/22/23 4:15,5/22/23 0:15,210,0,7.9496,7.9182,-0.829891,-0.881451,29.2637,55.9,29.1
SEAFET02114,5/22/23 4:30,5/22/23 0:30,211,0,7.9456,7.9137,-0.830134,-0.881727,29.2613,55.9,29.1
SEAFET02114,5/22/23 4:45,5/22/23 0:45,212,0,7.9448,7.9134,-0.830186,-0.881748,29.2558,55.9,29.1
SEAFET02114,5/22/23 5:00,5/22/23 1:00,213,0,7.9514,7.9194,-0.829799,-0.881386,29.2504,55.9,29.1
SEAFET02114,5/22/23 5:15,5/22/23 1:15,214,0,7.9493,7.9176,-0.82993,-0.881498,29.2457,55.9,29.2
SEAFET02114,5/22/23 5:30,5/22/23 1:30,215,0,7.9514,7.9194,-0.829804,-0.88139,29.2422,56,29.1
SEAFET02114,5/22/23 5:45,5/22/23 1:45,216,0,7.9521,7.9205,-0.829768,-0.881329,29.236,56,29.1
SEAFET02114,5/22/23 6:00,5/22/23 2:00,217,0,7.9569,7.9251,-0.82948,-0.881052,29.2399,55.9,29.1
SEAFET02114,5/22/23 6:15,5/22/23 2:15,218,0,7.9531,7.9214,-0.829708,-0.881272,29.2376,55.9,29.1
SEAFET02114,5/22/23 6:30,5/22/23 2:30,219,0,7.9544,7.9223,-0.829642,-0.881228,29.2264,55.9,29.1
SEAFET02114,5/22/23 6:45,5/22/23 2:45,220,0,7.954,7.9214,-0.829667,-0.881281,29.2261,56,29.1
SEAFET02114,5/22/23 7:00,5/22/23 3:00,221,0,7.9515,7.9191,-0.829814,-0.881421,29.2266,55.9,29.1
SEAFET02114,5/22/23 7:15,5/22/23 3:15,222,0,7.9467,7.9144,-0.830105,-0.881699,29.2264,55.9,29.1
SEAFET02114,5/22/23 7:30,5/22/23 3:30,223,0,7.9509,7.9192,-0.829858,-0.881415,29.2198,55.9,29.1
SEAFET02114,5/22/23 7:45,5/22/23 3:45,224,0,7.9466,7.9146,-0.830116,-0.881689,29.2208,55.9,29.1
SEAFET02114,5/22/23 8:00,5/22/23 4:00,225,0,7.9547,7.9229,-0.82964,-0.881195,29.2129,55.9,29.1
SEAFET02114,5/22/23 8:15,5/22/23 4:15,226,0,7.9511,7.9194,-0.829856,-0.881409,29.2145,55.9,29.1
SEAFET02114,5/22/23 8:30,5/22/23 4:30,227,0,7.9481,7.9162,-0.83003,-0.881599,29.2154,55.9,29.1
SEAFET02114,5/22/23 8:45,5/22/23 4:45,228,0,7.9502,7.9188,-0.829911,-0.881446,29.2129,55.9,29.1
SEAFET02114,5/22/23 9:00,5/22/23 5:00,229,0,7.9511,7.9197,-0.829856,-0.881392,29.2105,55.9,29.1
SEAFET02114,5/22/23 9:15,5/22/23 5:15,230,0,7.9486,7.9179,-0.830016,-0.8815,29.2019,55.9,29
SEAFET02114,5/22/23 9:30,5/22/23 5:30,231,0,7.9478,7.9164,-0.830071,-0.881596,29.1975,56,29.1
SEAFET02114,5/22/23 9:45,5/22/23 5:45,232,0,7.9476,7.9169,-0.830086,-0.881566,29.1954,55.9,29
SEAFET02114,5/22/23 10:00,5/22/23 6:00,233,0,7.9436,7.9124,-0.830334,-0.88184,29.1868,55.9,29.1
SEAFET02114,5/22/23 10:15,5/22/23 6:15,234,0,7.9443,7.9124,-0.830299,-0.881843,29.1759,55.9,29
SEAFET02114,5/22/23 10:30,5/22/23 6:30,235,0,7.9407,7.9087,-0.830516,-0.882063,29.1789,55.9,29
SEAFET02114,5/22/23 10:45,5/22/23 6:45,236,0,7.937,7.9054,-0.830733,-0.882259,29.1832,55.9,29
SEAFET02114,5/22/23 11:00,5/22/23 7:00,237,0,7.9422,7.9101,-0.830412,-0.881979,29.1885,55.9,29
SEAFET02114,5/22/23 11:15,5/22/23 7:15,238,0,7.9471,7.9159,-0.830118,-0.881629,29.1885,55.9,29.1
SEAFET02114,5/22/23 11:30,5/22/23 7:30,239,0,7.9489,7.917,-0.830013,-0.881566,29.1868,55.9,29
SEAFET02114,5/22/23 11:45,5/22/23 7:45,240,0,7.9521,7.9205,-0.829822,-0.881354,29.1863,55.9,29.1
SEAFET02114,5/22/23 12:00,5/22/23 8:00,241,0,7.9499,7.9188,-0.829957,-0.881455,29.1868,55.9,29
SEAFET02114,5/22/23 12:15,5/22/23 8:15,242,0,7.9528,7.9217,-0.829782,-0.881282,29.1865,55.9,29.1
SEAFET02114,5/22/23 12:30,5/22/23 8:30,243,0,7.9515,7.9197,-0.82986,-0.881401,29.1868,55.9,29
SEAFET02114,5/22/23 12:45,5/22/23 8:45,244,0,7.9545,7.9229,-0.829673,-0.881208,29.1891,55.9,29.1
SEAFET02114,5/22/23 13:00,5/22/23 9:00,245,0,7.9545,7.9229,-0.829676,-0.881208,29.1868,55.9,29.1
SEAFET02114,5/22/23 13:15,5/22/23 9:15,246,0,7.9547,7.923,-0.829673,-0.881206,29.1825,55.9,29
SEAFET02114,5/22/23 13:30,5/22/23 9:30,247,0,7.9568,7.9253,-0.829544,-0.881067,29.1812,55.9,29
SEAFET02114,5/22/23 13:45,5/22/23 9:45,248,0,7.9576,7.9258,-0.829498,-0.881038,29.1812,55.9,29
SEAFET02114,5/22/23 14:00,5/22/23 10:00,249,0,7.9577,7.9257,-0.82949,-0.881041,29.1858,55.9,29
SEAFET02114,5/22/23 14:15,5/22/23 10:15,250,0,7.961,7.9293,-0.829279,-0.88082,29.1947,55.9,29.1
SEAFET02114,5/22/23 14:30,5/22/23 10:30,251,0,7.9627,7.9303,-0.829168,-0.880759,29.2026,55.9,29.1
SEAFET02114,5/22/23 14:45,5/22/23 10:45,252,0,7.9579,7.9258,-0.829471,-0.881033,29.1924,55.9,29.1
SEAFET02114,5/22/23 15:00,5/22/23 11:00,253,0,7.9621,7.9312,-0.829206,-0.880707,29.2026,56,29.1
SEAFET02114,5/22/23 15:15,5/22/23 11:15,254,0,7.9634,7.932,-0.829116,-0.88065,29.2129,55.9,29.1
SEAFET02114,5/22/23 15:30,5/22/23 11:30,255,0,7.9608,7.929,-0.829275,-0.880832,29.2125,55.9,29.1
SEAFET02114,5/22/23 15:45,5/22/23 11:45,256,0,7.9603,7.9286,-0.829306,-0.880858,29.208,55.9,29.1
SEAFET02114,5/22/23 16:00,5/22/23 12:00,257,0,7.9602,7.9284,-0.829312,-0.880866,29.2129,56,29.1
SEAFET02114,5/22/23 16:15,5/22/23 12:15,258,0,7.9628,7.9302,-0.82915,-0.880756,29.2159,56,29.1
SEAFET02114,5/22/23 16:30,5/22/23 12:30,259,0,7.9612,7.929,-0.82925,-0.880832,29.2133,56,29.1
SEAFET02114,5/22/23 16:45,5/22/23 12:45,260,0,7.9632,7.9308,-0.829127,-0.880723,29.2149,56,29.1
SEAFET02114,5/22/23 17:00,5/22/23 13:00,261,0,7.9638,7.9316,-0.829086,-0.880675,29.2185,56,29.1
SEAFET02114,5/22/23 17:15,5/22/23 13:15,262,0,7.9659,7.9332,-0.828952,-0.880571,29.2264,56,29.1
SEAFET02114,5/22/23 17:30,5/22/23 13:30,263,0,7.9677,7.9357,-0.828837,-0.880422,29.232,56,29.1
SEAFET02114,5/22/23 17:45,5/22/23 13:45,264,0,7.9636,7.9311,-0.829082,-0.880696,29.2363,56,29.1
SEAFET02114,5/22/23 18:00,5/22/23 14:00,265,0,7.9677,7.936,-0.828821,-0.880393,29.2473,55.9,29.1
SEAFET02114,5/22/23 18:15,5/22/23 14:15,266,0,7.9665,7.9336,-0.828896,-0.880536,29.2455,56,29.1
SEAFET02114,5/22/23 18:30,5/22/23 14:30,267,0,7.9648,7.9322,-0.829,-0.880623,29.2432,56,29.1
SEAFET02114,5/22/23 18:45,5/22/23 14:45,268,0,7.9658,7.9335,-0.828934,-0.880542,29.2481,56,29.1
SEAFET02114,5/22/23 19:00,5/22/23 15:00,269,0,7.9692,7.9361,-0.828723,-0.880383,29.259,56,29.1
SEAFET02114,5/22/23 19:15,5/22/23 15:15,270,0,7.9695,7.9369,-0.828691,-0.880331,29.2687,56,29.1
SEAFET02114,5/22/23 19:30,5/22/23 15:30,271,0,7.9676,7.9349,-0.828802,-0.880444,29.2735,56,29.2
SEAFET02114,5/22/23 19:45,5/22/23 15:45,272,0,7.9721,7.9395,-0.82851,-0.880162,29.293,56,29.2
SEAFET02114,5/22/23 20:00,5/22/23 16:00,273,0,7.9709,7.939,-0.828563,-0.88018,29.3135,56,29.2
SEAFET02114,5/22/23 20:15,5/22/23 16:15,274,0,7.9671,7.9345,-0.828774,-0.880445,29.328,56,29.2
SEAFET02114,5/22/23 20:30,5/22/23 16:30,275,0,7.968,7.9356,-0.828708,-0.880373,29.3379,56,29.2
SEAFET02114,5/22/23 20:45,5/22/23 16:45,276,0,7.9661,7.9331,-0.828823,-0.880521,29.3408,56,29.2
SEAFET02114,5/22/23 21:00,5/22/23 17:00,277,0,7.9665,7.9339,-0.828787,-0.880471,29.3481,56,29.2
SEAFET02114,5/22/23 21:15,5/22/23 17:15,278,0,7.9638,7.9308,-0.828951,-0.880658,29.3485,56,29.2
SEAFET02114,5/22/23 21:30,5/22/23 17:30,279,0,7.9624,7.9294,-0.829038,-0.880742,29.3438,56,29.2
SEAFET02114,5/22/23 21:45,5/22/23 17:45,280,0,7.9618,7.9286,-0.829077,-0.880794,29.3408,56,29.2
SEAFET02114,5/22/23 22:00,5/22/23 18:00,281,0,7.9573,7.9242,-0.829349,-0.881057,29.3396,56,29.2
SEAFET02114,5/22/23 22:15,5/22/23 18:15,282,0,7.958,7.9251,-0.829317,-0.881009,29.3303,56,29.2
SEAFET02114,5/22/23 22:30,5/22/23 18:30,283,0,7.9597,7.9264,-0.829229,-0.880933,29.3178,56,29.2
SEAFET02114,5/22/23 22:45,5/22/23 18:45,284,0,7.956,7.9222,-0.829452,-0.881185,29.3168,56,29.2
SEAFET02114,5/22/23 23:00,5/22/23 19:00,285,0,7.9521,7.9186,-0.829696,-0.881409,29.3078,56,29.2
SEAFET02114,5/22/23 23:15,5/22/23 19:15,286,0,7.955,7.9214,-0.829534,-0.881242,29.2984,56,29.2
SEAFET02114,5/22/23 23:30,5/22/23 19:30,287,0,7.9557,7.9213,-0.8295,-0.881252,29.2898,56,29.2
SEAFET02114,5/22/23 23:45,5/22/23 19:45,288,0,7.9544,7.9203,-0.829584,-0.881321,29.2831,56,29.2
SEAFET02114,5/23/23 0:00,5/22/23 20:00,289,0,7.9612,7.927,-0.829183,-0.880918,29.2732,56,29.1
SEAFET02114,5/23/23 0:15,5/22/23 20:15,290,0,7.952,7.9182,-0.82974,-0.881453,29.2716,56,29.1
SEAFET02114,5/23/23 0:30,5/22/23 20:30,291,0,7.9567,7.9235,-0.829466,-0.881134,29.2637,56,29.1
SEAFET02114,5/23/23 0:45,5/22/23 20:45,292,0,7.9519,7.9187,-0.829758,-0.881428,29.2605,56,29.1
SEAFET02114,5/23/23 1:00,5/22/23 21:00,293,0,7.9556,7.9219,-0.829543,-0.881236,29.2532,56,29.1
SEAFET02114,5/23/23 1:15,5/22/23 21:15,294,0,7.9568,7.9231,-0.829477,-0.88117,29.2478,56,29.1
SEAFET02114,5/23/23 1:30,5/22/23 21:30,295,0,7.9537,7.9199,-0.829667,-0.88136,29.2455,56,29.1
SEAFET02114,5/23/23 1:45,5/22/23 21:45,296,0,7.9527,7.9186,-0.829727,-0.881438,29.2419,56,29.1
SEAFET02114,5/23/23 2:00,5/22/23 22:00,297,0,7.9577,7.9238,-0.829442,-0.881132,29.232,56,29.1
SEAFET02114,5/23/23 2:15,5/22/23 22:15,298,0,7.9531,7.9187,-0.829719,-0.881439,29.2289,56,29.1
SEAFET02114,5/23/23 2:30,5/22/23 22:30,299,0,7.9523,7.9178,-0.829775,-0.8815,29.2224,56,29.1
SEAFET02114,5/23/23 2:45,5/22/23 22:45,300,0,7.9533,7.9187,-0.829728,-0.881449,29.2105,56,29.1
SEAFET02114,5/23/23 3:00,5/22/23 23:00,301,0,7.9529,7.9178,-0.829757,-0.881507,29.2033,56,29.1
SEAFET02114,5/23/23 3:15,5/22/23 23:15,302,0,7.9524,7.9174,-0.829788,-0.881534,29.2013,56,29
SEAFET02114,5/23/23 3:30,5/22/23 23:30,303,0,7.9582,7.9232,-0.829449,-0.881189,29.1947,56,29.1
SEAFET02114,5/23/23 3:45,5/22/23 23:45,304,0,7.9543,7.919,-0.829687,-0.881441,29.1891,56,29.1
SEAFET02114,5/23/23 4:00,5/23/23 0:00,305,0,7.9555,7.9208,-0.829617,-0.881336,29.1858,56,29.1
SEAFET02114,5/23/23 4:15,5/23/23 0:15,306,0,7.9517,7.9166,-0.829847,-0.881589,29.1835,56,29.1
SEAFET02114,5/23/23 4:30,5/23/23 0:30,307,0,7.9485,7.9138,-0.830045,-0.881756,29.1812,55.9,29
SEAFET02114,5/23/23 4:45,5/23/23 0:45,308,0,7.9479,7.9133,-0.830083,-0.881792,29.1796,56,29
SEAFET02114,5/23/23 5:00,5/23/23 1:00,309,0,7.9473,7.9123,-0.830126,-0.881851,29.1735,55.9,29
SEAFET02114,5/23/23 5:15,5/23/23 1:15,310,0,7.951,7.9158,-0.829907,-0.881646,29.1709,55.9,29
SEAFET02114,5/23/23 5:30,5/23/23 1:30,311,0,7.9556,7.9212,-0.829635,-0.881322,29.1634,56,29
SEAFET02114,5/23/23 5:45,5/23/23 1:45,312,0,7.9482,7.9135,-0.830082,-0.881787,29.1621,56,29
SEAFET02114,5/23/23 6:00,5/23/23 2:00,313,0,7.9455,7.9107,-0.830246,-0.881954,29.1587,56,29
SEAFET02114,5/23/23 6:15,5/23/23 2:15,314,0,7.9428,7.9084,-0.830413,-0.882092,29.1574,56,29
SEAFET02114,5/23/23 6:30,5/23/23 2:30,315,0,7.9489,7.9147,-0.830044,-0.881717,29.1555,55.9,29
SEAFET02114,5/23/23 6:45,5/23/23 2:45,316,0,7.9463,7.9115,-0.830207,-0.881911,29.1542,56,29
SEAFET02114,5/23/23 7:00,5/23/23 3:00,317,0,7.9487,7.9148,-0.830059,-0.881713,29.1542,56,29
SEAFET02114,5/23/23 7:15,5/23/23 3:15,318,0,7.9525,7.9185,-0.829833,-0.881492,29.1535,56,29
SEAFET02114,5/23/23 7:30,5/23/23 3:30,319,0,7.9484,7.9143,-0.830082,-0.881742,29.1518,56,29
SEAFET02114,5/23/23 7:45,5/23/23 3:45,320,0,7.9525,7.9187,-0.829843,-0.881481,29.1463,56,29
SEAFET02114,5/23/23 8:00,5/23/23 4:00,321,0,7.9512,7.917,-0.829923,-0.881583,29.1439,56,29
SEAFET02114,5/23/23 8:15,5/23/23 4:15,322,0,7.9483,7.9144,-0.8301,-0.881743,29.1414,56,29
SEAFET02114,5/23/23 8:30,5/23/23 4:30,323,0,7.9534,7.9196,-0.829802,-0.881436,29.1324,56,29
SEAFET02114,5/23/23 8:45,5/23/23 4:45,324,0,7.9498,7.916,-0.830021,-0.881651,29.1294,56,29
SEAFET02114,5/23/23 9:00,5/23/23 5:00,325,0,7.9481,7.9145,-0.83012,-0.881743,29.1297,56,29
SEAFET02114,5/23/23 9:15,5/23/23 5:15,326,0,7.9474,7.9138,-0.830167,-0.881787,29.1296,56,29
SEAFET02114,5/23/23 9:30,5/23/23 5:30,327,0,7.9465,7.9134,-0.830217,-0.881811,29.1288,56,29
SEAFET02114,5/23/23 9:45,5/23/23 5:45,328,0,7.9486,7.9154,-0.830091,-0.881691,29.1285,56,29
SEAFET02114,5/23/23 10:00,5/23/23 6:00,329,0,7.95,7.9162,-0.830016,-0.881646,29.1225,56,29
SEAFET02114,5/23/23 10:15,5/23/23 6:15,330,0,7.9495,7.9156,-0.830044,-0.881681,29.1225,56,29
SEAFET02114,5/23/23 10:30,5/23/23 6:30,331,0,7.9478,7.9141,-0.83015,-0.88177,29.1189,56,29
SEAFET02114,5/23/23 10:45,5/23/23 6:45,332,0,7.9502,7.9163,-0.830016,-0.881642,29.1123,56,29
SEAFET02114,5/23/23 11:00,5/23/23 7:00,333,0,7.9514,7.9181,-0.829942,-0.881532,29.111,56,29
SEAFET02114,5/23/23 11:15,5/23/23 7:15,334,0,7.9523,7.9187,-0.82989,-0.8815,29.109,56,29
SEAFET02114,5/23/23 11:30,5/23/23 7:30,335,0,7.9513,7.9174,-0.829951,-0.881575,29.1113,56,29
SEAFET02114,5/23/23 11:45,5/23/23 7:45,336,0,7.9471,7.9137,-0.8302,-0.8818,29.1126,56,29
SEAFET02114,5/23/23 12:00,5/23/23 8:00,337,0,7.9504,7.9167,-0.830003,-0.881619,29.1116,56,29
SEAFET02114,5/23/23 12:15,5/23/23 8:15,338,0,7.9553,7.9219,-0.829718,-0.881314,29.1034,56,29
SEAFET02114,5/23/23 12:30,5/23/23 8:30,339,0,7.9547,7.9211,-0.829762,-0.881359,29.0981,56,29
SEAFET02114,5/23/23 12:45,5/23/23 8:45,340,0,7.9551,7.9213,-0.829732,-0.881345,29.1018,56,29
SEAFET02114,5/23/23 13:00,5/23/23 9:00,341,0,7.9586,7.9252,-0.829519,-0.88111,29.1061,56,29
SEAFET02114,5/23/23 13:15,5/23/23 9:15,342,0,7.9635,7.9298,-0.829216,-0.88083,29.1146,56,29
SEAFET02114,5/23/23 13:30,5/23/23 9:30,343,0,7.965,7.9315,-0.829116,-0.880725,29.1202,56,29
SEAFET02114,5/23/23 13:45,5/23/23 9:45,344,0,7.9686,7.9351,-0.828895,-0.880508,29.1285,56,29
SEAFET02114,5/23/23 14:00,5/23/23 10:00,345,0,7.9702,7.9363,-0.828787,-0.880431,29.1365,56,29
SEAFET02114,5/23/23 14:15,5/23/23 10:15,346,0,7.973,7.9395,-0.828608,-0.880233,29.1495,55.9,29
SEAFET02114,5/23/23 14:30,5/23/23 10:30,347,0,7.973,7.9396,-0.828595,-0.880221,29.1595,56,29
SEAFET02114,5/23/23 14:45,5/23/23 10:45,348,0,7.9743,7.9407,-0.828512,-0.880152,29.1677,56,29
SEAFET02114,5/23/23 15:00,5/23/23 11:00,349,0,7.9744,7.9407,-0.828494,-0.880145,29.1779,56,29.1
SEAFET02114,5/23/23 15:15,5/23/23 11:15,350,0,7.9733,7.9402,-0.828545,-0.880171,29.1902,56,29.1
SEAFET02114,5/23/23 15:30,5/23/23 11:30,351,0,7.9722,7.9383,-0.828606,-0.880279,29.197,56,29.1
SEAFET02114,5/23/23 15:45,5/23/23 11:45,352,0,7.971,7.9373,-0.828672,-0.880338,29.205,56,29.1
SEAFET02114,5/23/23 16:00,5/23/23 12:00,353,0,7.9725,7.939,-0.828566,-0.88023,29.2161,56,29.1
SEAFET02114,5/23/23 16:15,5/23/23 12:15,354,0,7.9365,7.9054,-0.830458,-0.882118,29.4773,55.9,29.3
SEAFET02114,5/23/23 16:30,5/23/23 12:30,355,0,7.9231,7.8948,-0.830838,-0.882556,29.8805,55.4,30.1
SEAFET02114,5/23/23 16:45,5/23/23 12:45,356,0,7.9052,7.8834,-0.831505,-0.883048,30.2779,56.2,29.8
SEAFET02114,5/23/23 17:00,5/23/23 13:00,357,0,7.8959,7.8776,-0.832232,-0.883477,30.1139,56.5,29.2
SEAFET02114,5/23/23 17:15,5/23/23 13:15,358,0,7.8795,7.8629,-0.833456,-0.884472,29.8848,56.8,29
SEAFET02114,5/23/23 17:30,5/23/23 13:30,359,0,7.8727,7.8561,-0.834041,-0.884966,29.7136,56.7,29.1
SEAFET02114,5/23/23 17:45,5/23/23 13:45,360,0,7.8692,7.8522,-0.834362,-0.885251,29.6092,56.5,29.2
SEAFET02114,5/23/23 18:00,5/23/23 14:00,361,0,7.8602,7.8435,-0.834956,-0.885798,29.5533,56.4,29.3
SEAFET02114,5/23/23 18:15,5/23/23 14:15,362,0,7.8511,7.8342,-0.835541,-0.886371,29.5206,56.3,29.3
SEAFET02114,5/23/23 18:30,5/23/23 14:30,363,0,7.8422,7.8259,-0.836094,-0.886881,29.5015,56.3,29.4
SEAFET02114,5/23/23 18:45,5/23/23 14:45,364,0,7.8355,7.8195,-0.836506,-0.887272,29.4885,56.2,29.4
SEAFET02114,5/23/23 19:00,5/23/23 15:00,365,0,7.8292,7.8136,-0.836898,-0.887632,29.4753,56.2,29.4
SEAFET02114,5/23/23 19:15,5/23/23 15:15,366,0,7.8259,7.8104,-0.837116,-0.88783,29.4591,56.3,29.4
SEAFET02114,5/23/23 19:30,5/23/23 15:30,367,0,7.822,7.8061,-0.837325,-0.888079,29.4805,56.3,29.5
SEAFET02114,5/23/23 19:45,5/23/23 15:45,368,0,7.8227,7.8062,-0.837143,-0.888006,29.621,56.3,29.7
SEAFET02114,5/23/23 20:00,5/23/23 16:00,369,0,7.8066,7.7902,-0.837889,-0.888866,29.8352,56.3,30
SEAFET02114,5/23/23 20:15,5/23/23 16:15,370,0,7.7919,7.777,-0.838584,-0.889576,30.0224,56.3,30.2
SEAFET02114,5/23/23 20:30,5/23/23 16:30,371,0,7.7798,7.7654,-0.839188,-0.890216,30.1437,56.2,30.3
SEAFET02114,5/23/23 20:45,5/23/23 16:45,372,0,7.7687,7.7555,-0.839785,-0.890779,30.2132,56.2,30.4
SEAFET02114,5/23/23 21:00,5/23/23 17:00,373,0,7.7594,7.747,-0.840324,-0.891281,30.2371,56.2,30.3
SEAFET02114,5/23/23 21:15,5/23/23 17:15,374,0,7.7527,7.7405,-0.840735,-0.891671,30.2311,56.2,30.3
SEAFET02114,5/23/23 21:30,5/23/23 17:30,375,0,7.7466,7.7351,-0.841129,-0.892014,30.2034,56.2,30.2
SEAFET02114,5/23/23 21:45,5/23/23 17:45,376,0,7.7439,7.7326,-0.841326,-0.89218,30.1648,56.2,30.2
SEAFET02114,5/23/23 22:00,5/23/23 18:00,377,0,7.7409,7.7299,-0.841556,-0.892365,30.1175,56.2,30.1
SEAFET02114,5/23/23 22:15,5/23/23 18:15,378,0,7.7367,7.7257,-0.841862,-0.892639,30.0668,56.2,30.1
SEAFET02114,5/23/23 22:30,5/23/23 18:30,379,0,7.7321,7.7212,-0.842189,-0.892934,30.0137,56.2,30
SEAFET02114,5/23/23 22:45,5/23/23 18:45,380,0,7.7271,7.7161,-0.842547,-0.893266,29.9587,56.2,29.9
SEAFET02114,5/23/23 23:00,5/23/23 19:00,381,0,7.7233,7.7124,-0.842837,-0.893517,29.8974,56.2,29.9
SEAFET02114,5/23/23 23:15,5/23/23 19:15,382,0,7.7185,7.7074,-0.843197,-0.89385,29.8289,56.1,29.8
SEAFET02114,5/23/23 23:30,5/23/23 19:30,383,0,7.7146,7.7034,-0.843501,-0.894119,29.7557,56.1,29.7
SEAFET02114,5/23/23 23:45,5/23/23 19:45,384,0,7.7097,7.6988,-0.843872,-0.894433,29.6776,56.1,29.6
SEAFET02114,5/24/23 0:00,5/23/23 20:00,385,0,7.705,7.6942,-0.844242,-0.894749,29.5949,56.1,29.5
SEAFET02114,5/24/23 0:15,5/23/23 20:15,386,0,7.7008,7.6902,-0.844573,-0.895025,29.5123,56,29.4
SEAFET02114,5/24/23 0:30,5/23/23 20:30,387,0,7.6958,7.6851,-0.844961,-0.89537,29.4273,56.1,29.3
SEAFET02114,5/24/23 0:45,5/23/23 20:45,388,0,7.6912,7.6804,-0.845317,-0.895685,29.3438,56,29.3
SEAFET02114,5/24/23 1:00,5/23/23 21:00,389,0,7.6876,7.677,-0.845613,-0.89593,29.2613,56,29.2
SEAFET02114,5/24/23 1:15,5/23/23 21:15,390,0,7.6821,7.6713,-0.846028,-0.896304,29.1812,56,29.1
SEAFET02114,5/24/23 1:30,5/23/23 21:30,391,0,7.678,7.6673,-0.846349,-0.896584,29.1022,55.9,29
SEAFET02114,5/24/23 1:45,5/23/23 21:45,392,0,7.6739,7.663,-0.846669,-0.896876,29.0247,56,29
SEAFET02114,5/24/23 2:00,5/23/23 22:00,393,0,7.6698,7.6593,-0.846992,-0.897127,28.9498,55.9,28.9
SEAFET02114,5/24/23 2:15,5/23/23 22:15,394,0,7.6663,7.6556,-0.847275,-0.897384,28.8745,55.9,28.8
SEAFET02114,5/24/23 2:30,5/23/23 22:30,395,0,7.6622,7.6517,-0.8476,-0.897654,28.7955,55.9,28.7
SEAFET02114,5/24/23 2:45,5/23/23 22:45,396,0,7.6583,7.6479,-0.847915,-0.897914,28.7102,55.9,28.7
SEAFET02114,5/24/23 3:00,5/23/23 23:00,397,0,7.6543,7.6434,-0.848245,-0.898226,28.6222,55.9,28.6
SEAFET02114,5/24/23 3:15,5/23/23 23:15,398,0,7.651,7.6401,-0.84853,-0.898458,28.5345,55.8,28.5
SEAFET02114,5/24/23 3:30,5/23/23 23:30,399,0,7.6466,7.6356,-0.848873,-0.898768,28.4503,55.8,28.4
SEAFET02114,5/24/23 3:45,5/23/23 23:45,400,0,7.643,7.6314,-0.849167,-0.899051,28.3696,55.8,28.3
SEAFET02114,5/24/23 4:00,5/24/23 0:00,401,0,7.6387,7.6269,-0.849505,-0.899357,28.2906,55.8,28.2
SEAFET02114,5/24/23 4:15,5/24/23 0:15,402,0,7.6348,7.623,-0.849812,-0.899624,28.2132,55.8,28.2
SEAFET02114,5/24/23 4:30,5/24/23 0:30,403,0,7.6315,7.6193,-0.850087,-0.89988,28.1344,55.7,28.1
SEAFET02114,5/24/23 4:45,5/24/23 0:45,404,0,7.6279,7.6156,-0.850379,-0.900136,28.0571,55.7,28
SEAFET02114,5/24/23 5:00,5/24/23 1:00,405,0,7.6246,7.6124,-0.850649,-0.900356,27.9795,55.7,27.9
SEAFET02114,5/24/23 5:15,5/24/23 1:15,406,0,7.621,7.6085,-0.850936,-0.900624,27.9028,55.7,27.8
SEAFET02114,5/24/23 5:30,5/24/23 1:30,407,0,7.6175,7.6051,-0.851223,-0.900863,27.8272,55.7,27.8
SEAFET02114,5/24/23 5:45,5/24/23 1:45,408,0,7.6133,7.6001,-0.851544,-0.901188,27.7532,55.7,27.7
SEAFET02114,5/24/23 6:00,5/24/23 2:00,409,0,7.6099,7.5967,-0.851821,-0.901426,27.6793,55.6,27.6
SEAFET02114,5/24/23 6:15,5/24/23 2:15,410,0,7.6065,7.5931,-0.85209,-0.901674,27.6077,55.6,27.6
SEAFET02114,5/24/23 6:30,5/24/23 2:30,411,0,7.6035,7.5902,-0.852339,-0.901871,27.5381,55.6,27.5
SEAFET02114,5/24/23 6:45,5/24/23 2:45,412,0,7.6005,7.5862,-0.852583,-0.902144,27.4701,55.6,27.5
SEAFET02114,5/24/23 7:00,5/24/23 3:00,413,0,7.5967,7.5824,-0.852873,-0.902396,27.4018,55.6,27.4
SEAFET02114,5/24/23 7:15,5/24/23 3:15,414,0,7.593,7.5786,-0.853156,-0.90265,27.3362,55.5,27.3
SEAFET02114,5/24/23 7:30,5/24/23 3:30,415,0,7.5889,7.5743,-0.853464,-0.902936,27.2722,55.5,27.2
SEAFET02114,5/24/23 7:45,5/24/23 3:45,416,0,7.586,7.5712,-0.853697,-0.903144,27.2094,55.5,27.2
SEAFET02114,5/24/23 8:00,5/24/23 4:00,417,0,7.5818,7.5668,-0.854003,-0.903435,27.1501,55.5,27.2
SEAFET02114,5/24/23 8:15,5/24/23 4:15,418,0,7.5789,7.5639,-0.854231,-0.903633,27.0924,55.5,27.1
SEAFET02114,5/24/23 8:30,5/24/23 4:30,419,0,7.5751,7.56,-0.85451,-0.903887,27.0372,55.5,27
SEAFET02114,5/24/23 8:45,5/24/23 4:45,420,0,7.5723,7.5567,-0.854732,-0.904104,26.985,55.5,27
SEAFET02114,5/24/23 9:00,5/24/23 5:00,421,0,7.568,7.5523,-0.855035,-0.904388,26.9351,55.4,26.9
